MELD_Split,MELD_Row_ID,Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,match_status,match_score,match_text_score,meld_group_size,meld_group_utterance,a_scan_count,friends_utterance_id,friends_global_utterance_id,friends_speaker,friends_utterance
dev,10,571,"Hey Joey. Hi. Hey, buddy.",All,neutral,neutral,54,6,1,4,"00:00:34,075","00:00:35,534",exact,1.0000,1.0000,1,"Hey Joey. Hi. Hey, buddy.",0,6,808,All,"Hey Joey. Hi. Hey, buddy."
dev,11,572,"Hey, Joey, what would you do if you were omnipotent?",Monica,neutral,neutral,54,7,1,4,"00:00:35,702","00:00:37,828",exact,1.0000,1.0000,1,"Hey, Joey, what would you do if you were omnipotent?",0,7,809,Monica,"Hey, Joey, what would you do if you were omnipotent?"
dev,12,573,Probably kill myself!,Joey,sadness,negative,54,8,1,4,"00:00:38,538","00:00:40,831",exact,1.0000,1.0000,1,Probably kill myself!,0,8,810,Joey,Probably kill myself!
dev,13,574,..Excuse me?,Monica,surprise,positive,54,9,1,4,"00:00:41,791","00:00:43,250",exact,1.0000,1.0000,1,..Excuse me?,0,9,811,Monica,..Excuse me?
dev,14,575,"Hey, if Little Joey's dead, then I got no reason to live!",Joey,sadness,negative,54,10,1,4,"00:00:43,418","00:00:47,087",exact,1.0000,1.0000,1,"Hey, if Little Joey's dead, then I got no reason to live!",0,10,812,Joey,"Hey, if Little Joey's dead, then I got no reason to live!"
dev,15,576,"Joey, uh-",Ross,surprise,positive,54,11,1,4,"00:00:49,090","00:00:51,383",unmatched,0.6000,0.5600,1,"Joey, uh-",242,,,,
dev,16,577,You,Joey,neutral,neutral,54,12,1,4,"00:00:53,094","00:00:55,054",unmatched,0.4400,0.4000,1,You,242,,,,
train,162,220,How does she do that?,Monica,surprise,negative,21,0,1,4,"00:01:49,275","00:01:51,485",exact,1.0000,1.0000,1,How does she do that?,2,13,815,Monica,How does she do that?
train,163,221,I cannot sleep in a public place.,Ross,neutral,neutral,21,1,1,4,"00:01:51,653","00:01:54,822",exact,1.0000,1.0000,1,I cannot sleep in a public place.,0,14,816,Ross,I cannot sleep in a public place.
train,164,222,Would you look at her? She is so peaceful.,Monica,joy,positive,21,2,1,4,"00:01:54,989","00:02:00,994",exact,1.0000,1.0000,1,Would you look at her? She is so peaceful.,0,15,817,Monica,Would you look at her? She is so peaceful.
train,165,223,Oh! What what what! ...Hi.,Phoebe,surprise,positive,21,3,1,4,"00:02:01,162","00:02:03,622",exact,1.0000,1.0000,1,Oh! What what what! ...Hi.,0,16,818,Phoebe,Oh! What what what! ...Hi.
train,166,224,"It's okay, y'know, you just nodded off again.",Ross,neutral,neutral,21,4,1,4,"00:02:03,790","00:02:05,958",exact,1.0000,1.0000,1,"It's okay, y'know, you just nodded off again.",0,17,819,Ross,"It's okay, y'know, you just nodded off again."
train,167,225,What's going on with you?,Monica,surprise,positive,21,5,1,4,"00:02:06,126","00:02:08,127",exact,1.0000,1.0000,1,What's going on with you?,0,18,820,Monica,What's going on with you?
train,168,226,I got no sleep last night!,Phoebe,anger,negative,21,6,1,4,"0:02:08,294","0:02:09,587",exact,1.0000,1.0000,1,I got no sleep last night!,0,19,821,Phoebe,I got no sleep last night!
train,169,227,Why?,Ross,neutral,neutral,21,7,1,4,"0:02:09,587","0:02:09,991",exact,1.0000,1.0000,1,Why?,0,20,822,Ross,Why?
train,170,228,"My grandmother has this new boyfriend, and they're both kind of insecure in bed.",Phoebe,disgust,negative,21,8,1,4,"00:02:10,088","00:02:17,177",exact,1.0000,1.0000,4,"My grandmother has this new boyfriend, and they're both kind of insecure in bed. Oh, and deaf. So they're constantly, like, having to reassure each other that they're having a good time. You have no idea how loud they are!",0,21,823,Phoebe,"My grandmother has this new boyfriend, and they're both kind of insecure in bed. Oh, and deaf. So they're constantly, like, having to reassure each other that they're having a good time. You have no idea how loud they are!"
train,171,229,"Oh, and deaf.",Phoebe,neutral,neutral,21,9,1,4,"00:02:17,345","00:02:18,887",exact,1.0000,1.0000,4,"My grandmother has this new boyfriend, and they're both kind of insecure in bed. Oh, and deaf. So they're constantly, like, having to reassure each other that they're having a good time. You have no idea how loud they are!",0,21,823,Phoebe,"My grandmother has this new boyfriend, and they're both kind of insecure in bed. Oh, and deaf. So they're constantly, like, having to reassure each other that they're having a good time. You have no idea how loud they are!"
train,172,230,"So they're constantly, like, having to reassure each other that they're having a good time.",Phoebe,neutral,neutral,21,10,1,4,"00:02:20,682","00:02:24,726",exact,1.0000,1.0000,4,"My grandmother has this new boyfriend, and they're both kind of insecure in bed. Oh, and deaf. So they're constantly, like, having to reassure each other that they're having a good time. You have no idea how loud they are!",0,21,823,Phoebe,"My grandmother has this new boyfriend, and they're both kind of insecure in bed. Oh, and deaf. So they're constantly, like, having to reassure each other that they're having a good time. You have no idea how loud they are!"
train,173,231,You have no idea how loud they are!,Phoebe,disgust,negative,21,11,1,4,"00:02:24,894","00:02:26,937",exact,1.0000,1.0000,4,"My grandmother has this new boyfriend, and they're both kind of insecure in bed. Oh, and deaf. So they're constantly, like, having to reassure each other that they're having a good time. You have no idea how loud they are!",0,21,823,Phoebe,"My grandmother has this new boyfriend, and they're both kind of insecure in bed. Oh, and deaf. So they're constantly, like, having to reassure each other that they're having a good time. You have no idea how loud they are!"
train,174,232,"Well, if you want, you can stay with Rachel and me tonight.",Monica,neutral,neutral,21,12,1,4,"0:02:29,023","0:02:30,900",exact,1.0000,1.0000,1,"Well, if you want, you can stay with Rachel and me tonight.",0,22,824,Monica,"Well, if you want, you can stay with Rachel and me tonight."
train,175,233,Thanks.,Phoebe,joy,positive,21,13,1,4,"0:02:30,900","0:02:32,175",exact,1.0000,1.0000,1,Thanks.,0,23,825,Phoebe,Thanks.
test,14,1875,What?,Joey,neutral,neutral,188,0,1,4,"0:06:55,123","0:06:55,666",exact,1.0000,1.0000,1,What?,50,74,876,Joey,What?
test,15,1876,Peach pit.,Ross,neutral,neutral,188,1,1,4,"0:06:55,666","0:06:57,140",exact,1.0000,1.0000,1,Peach pit.,0,75,877,Ross,Peach pit.
test,16,1877,"Yes, Bunny?",Chandler,neutral,neutral,188,2,1,4,"00:06:57,542","00:06:58,583",exact,1.0000,1.0000,1,"Yes, Bunny?",0,76,878,Chandler,"Yes, Bunny?"
test,17,1878,"Peach pit. That night we, uh- we had-",Ross,neutral,neutral,188,3,1,4,"00:07:00,128","00:07:04,339",exact,1.0000,1.0000,1,"Peach pit. That night we, uh- we had-",0,77,879,Ross,"Peach pit. That night we, uh- we had-"
test,18,1879,-Peaches?,Joey,neutral,neutral,188,4,1,4,"00:07:01,504","00:07:04,339",exact,1.0000,1.0000,1,-Peaches?,0,78,880,Joey,-Peaches?
test,19,1880,"Actually, nectarines, but basically...",Ross,neutral,neutral,188,5,1,4,"00:07:04,507","00:07:06,967",exact,1.0000,1.0000,1,"Actually, nectarines, but basically...",0,79,881,Ross,"Actually, nectarines, but basically..."
test,20,1881,Could've been a peach.,Chandler,neutral,neutral,188,6,1,4,"00:07:08,428","00:07:11,138",exact,1.0000,1.0000,1,Could've been a peach.,0,80,882,Chandler,Could've been a peach.
test,21,1882,"Then, uh, then we got dressed, and I-I... I walked her to the-  -the bus stop... I'm fine.",Ross,neutral,neutral,188,7,1,4,"00:07:11,305","00:07:20,313",exact,1.0000,1.0000,1,"Then, uh, then we got dressed, and I-I... I walked her to the-  -the bus stop... I'm fine.",0,81,883,Ross,"Then, uh, then we got dressed, and I-I... I walked her to the- -the bus stop... I'm fine."
test,22,1883,"Hey, that woman's got an ass like Carol's!  What? Thought we were trying to find stuff.",Joey,joy,positive,188,8,1,4,"00:07:20,481","00:07:30,282",exact,1.0000,1.0000,1,"Hey, that woman's got an ass like Carol's!  What? Thought we were trying to find stuff.",0,82,884,Joey,"Hey, that woman's got an ass like Carol's! What? Thought we were trying to find stuff."
train,176,2048,"So c'mon, you guys, tell me all the dirt!",Rachel,joy,positive,204,0,1,4,"00:07:31,451","00:07:34,119",exact,1.0000,1.0000,1,"So c'mon, you guys, tell me all the dirt!",0,83,885,Rachel,"So c'mon, you guys, tell me all the dirt!"
train,177,2049,"Well, the biggest news is still you dumping Barry at the altar!",Kiki,neutral,neutral,204,1,1,4,"00:07:34,287","00:07:38,123",exact,1.0000,1.0000,1,"Well, the biggest news is still you dumping Barry at the altar!",0,84,886,Kiki,"Well, the biggest news is still you dumping Barry at the altar!"
train,178,2050,Alright. Let's talk reality for a second.,Joanne,neutral,neutral,204,2,1,4,"0:07:40,293","0:07:43,380",exact,1.0000,1.0000,1,Alright. Let's talk reality for a second.,0,85,887,Joanne,Alright. Let's talk reality for a second.
train,179,2051,Okay.,Rachel,neutral,neutral,204,3,1,4,"0:07:43,380","0:07:44,064",exact,1.0000,1.0000,1,Okay.,0,86,888,Rachel,Okay.
train,180,2052,When are you coming home?,Joanne,neutral,neutral,204,4,1,4,"00:07:44,172","00:07:46,506",exact,1.0000,1.0000,1,When are you coming home?,0,87,889,Joanne,When are you coming home?
train,181,2053,"What? Guys, I'm not.",Rachel,surprise,positive,204,5,1,4,"00:07:46,674","00:07:47,799",exact,1.0000,1.0000,1,"What? Guys, I'm not.",0,88,890,Rachel,"What? Guys, I'm not."
train,182,2054,"C'mon, this is us.",Joanne,neutral,neutral,204,6,1,4,"00:07:47,967","00:07:52,637",exact,1.0000,1.0000,1,"C'mon, this is us.",0,89,891,Joanne,"C'mon, this is us."
train,183,2055,I'm not! This is what I'm doing now. I've got this job-,Rachel,neutral,neutral,204,7,1,4,"00:07:52,805","00:07:56,308",exact,1.0000,1.0000,1,I'm not! This is what I'm doing now. I've got this job-,0,90,892,Rachel,I'm not! This is what I'm doing now. I've got this job-
train,184,2056,Waitressing?,Kiki,surprise,negative,204,8,1,4,"00:07:56,476","00:07:58,143",exact,1.0000,1.0000,1,Waitressing?,0,91,893,Kiki,Waitressing?
train,185,2057,"Okay, I'm not just waitressing.",Rachel,neutral,neutral,204,9,1,4,"00:07:56,476","00:08:01,062",exact,1.0000,1.0000,5,"Okay, I'm not just waitressing. I'm.. I, um... I write the specials on the specials board, and, uh... and I, uh... I take the uh dead flowers out of the vase... Oh, and, um, sometimes Artelle lets me put the little chocolate blobbies on the cookies.",0,92,894,Rachel,"Okay, I'm not just waitressing. I'm.. I, um... I write the specials on the specials board, and, uh... and I, uh... I take the uh dead flowers out of the vase... Oh, and, um, sometimes Artelle lets me put the little chocolate blobbies on the cookies."
train,186,2058,I'm..,Rachel,neutral,neutral,204,10,1,4,"00:07:58,311","00:08:01,062",exact,1.0000,1.0000,5,"Okay, I'm not just waitressing. I'm.. I, um... I write the specials on the specials board, and, uh... and I, uh... I take the uh dead flowers out of the vase... Oh, and, um, sometimes Artelle lets me put the little chocolate blobbies on the cookies.",0,92,894,Rachel,"Okay, I'm not just waitressing. I'm.. I, um... I write the specials on the specials board, and, uh... and I, uh... I take the uh dead flowers out of the vase... Oh, and, um, sometimes Artelle lets me put the little chocolate blobbies on the cookies."
train,187,2059,"I, um...",Rachel,neutral,neutral,204,11,1,4,"00:08:03,858","00:08:05,525",exact,1.0000,1.0000,5,"Okay, I'm not just waitressing. I'm.. I, um... I write the specials on the specials board, and, uh... and I, uh... I take the uh dead flowers out of the vase... Oh, and, um, sometimes Artelle lets me put the little chocolate blobbies on the cookies.",0,92,894,Rachel,"Okay, I'm not just waitressing. I'm.. I, um... I write the specials on the specials board, and, uh... and I, uh... I take the uh dead flowers out of the vase... Oh, and, um, sometimes Artelle lets me put the little chocolate blobbies on the cookies."
train,188,2060,"I write the specials on the specials board, and, uh... and I, uh...",Rachel,neutral,neutral,204,12,1,4,"00:08:06,110","00:08:09,654",exact,1.0000,1.0000,5,"Okay, I'm not just waitressing. I'm.. I, um... I write the specials on the specials board, and, uh... and I, uh... I take the uh dead flowers out of the vase... Oh, and, um, sometimes Artelle lets me put the little chocolate blobbies on the cookies.",0,92,894,Rachel,"Okay, I'm not just waitressing. I'm.. I, um... I write the specials on the specials board, and, uh... and I, uh... I take the uh dead flowers out of the vase... Oh, and, um, sometimes Artelle lets me put the little chocolate blobbies on the cookies."
train,189,2061,"I take the uh dead flowers out of the vase... Oh, and, um, sometimes Artelle lets me put the little chocolate blobbies on the cookies.",Rachel,sadness,negative,204,13,1,4,"00:08:09,822","00:08:22,083",exact,1.0000,1.0000,5,"Okay, I'm not just waitressing. I'm.. I, um... I write the specials on the specials board, and, uh... and I, uh... I take the uh dead flowers out of the vase... Oh, and, um, sometimes Artelle lets me put the little chocolate blobbies on the cookies.",0,92,894,Rachel,"Okay, I'm not just waitressing. I'm.. I, um... I write the specials on the specials board, and, uh... and I, uh... I take the uh dead flowers out of the vase... Oh, and, um, sometimes Artelle lets me put the little chocolate blobbies on the cookies."
train,190,9152,"Hey, Rach. How was it with your friends?  Okay! How would you like some Tiki Death Punch?",Monica,joy,positive,914,0,1,4,"00:08:33,471","00:08:43,021",exact,1.0000,1.0000,1,"Hey, Rach. How was it with your friends?  Okay! How would you like some Tiki Death Punch?",1,94,896,Monica,"Hey, Rach. How was it with your friends? Okay! How would you like some Tiki Death Punch?"
train,191,9153,What's that?,Rachel,neutral,neutral,914,1,1,4,"00:08:43,189","00:08:44,231",exact,1.0000,1.0000,1,What's that?,0,95,897,Rachel,What's that?
train,192,9154,"Weeeell, it's rum, and-",Monica,neutral,neutral,914,2,1,4,"00:08:44,398","00:08:47,359",exact,1.0000,1.0000,1,"Weeeell, it's rum, and-",0,96,898,Monica,"Weeeell, it's rum, and-"
dev,17,746,"Get him! GET HIM! Get him! Get- YESSS! Not laughing now, are ya pal!",Ross,anger,negative,70,0,1,4,"00:12:16,944","00:12:23,575",exact,1.0000,1.0000,1,"Get him! GET HIM! Get him! Get- YESSS! Not laughing now, are ya pal!",33,130,932,Ross,"Get him! GET HIM! Get him! Get- YESSS! Not laughing now, are ya pal!"
dev,18,747,"See buddy, that's all you need, a bunch of toothless guys hitting each other with sticks.",Chandler,neutral,neutral,70,1,1,4,"00:12:23,743","00:12:27,370",exact,1.0000,1.0000,1,"See buddy, that's all you need, a bunch of toothless guys hitting each other with sticks.",0,131,933,Chandler,"See buddy, that's all you need, a bunch of toothless guys hitting each other with sticks."
dev,19,748,Pass it! Pass it!,Ross,joy,positive,70,2,1,4,"00:12:27,538","00:12:29,831",exact,1.0000,1.0000,1,Pass it! Pass it!,0,132,934,Ross,Pass it! Pass it!
dev,20,749,He's open!,Chandler,joy,positive,70,3,1,4,"0:12:29,999","0:12:30,511",exact,1.0000,1.0000,1,He's open!,0,133,935,Chandler,He's open!
dev,21,750,Shoot! Shoot! Shoot!,All,joy,positive,70,4,1,4,"0:12:30,511","0:12:33,925",exact,1.0000,1.0000,1,Shoot! Shoot! Shoot!,0,134,936,All,Shoot! Shoot! Shoot!
dev,22,751,"Hey, look, we're on that TV thing!",Chandler,surprise,positive,70,5,1,4,"00:12:39,842","00:12:43,178",exact,1.0000,1.0000,1,"Hey, look, we're on that TV thing!",0,135,937,Chandler,"Hey, look, we're on that TV thing!"
train,193,4787,"Well, you'll have to wait your turn.",Receptionist,neutral,neutral,484,0,1,4,"0:13:28,641","0:13:30,393",exact,1.0000,1.0000,1,"Well, you'll have to wait your turn.",5,141,943,Receptionist,"Well, you'll have to wait your turn."
train,194,4788,"Well, how long do you think it'll be?",Joey,neutral,neutral,484,1,1,4,"0:13:30,393","0:13:32,961",exact,1.0000,1.0000,1,"Well, how long do you think it'll be?",0,142,944,Joey,"Well, how long do you think it'll be?"
train,195,4789,Any minute now.,Receptionist,neutral,neutral,484,2,1,4,"00:13:33,312","00:13:34,896",exact,1.0000,1.0000,1,Any minute now.,0,143,945,Receptionist,Any minute now.
train,196,1317,Hello?,Chandler,neutral,neutral,134,0,1,4,"00:13:44,365","00:13:45,740",unmatched,0.4255,0.5455,1,Hello?,109,,,,
train,197,10122,"I'm so sorry, you guys. I didn't mean to bring you down.",Rachel,sadness,negative,1009,0,1,4,"00:13:51,121","00:13:56,209",exact,1.0000,1.0000,1,"I'm so sorry, you guys. I didn't mean to bring you down.",1,145,947,Rachel,"I'm so sorry, you guys. I didn't mean to bring you down."
train,198,10123,"No, you were right. I don't have a plan.",Monica,neutral,neutral,1009,1,1,4,"00:13:56,377","00:14:01,714",exact,1.0000,1.0000,1,"No, you were right. I don't have a plan.",0,146,948,Monica,"No, you were right. I don't have a plan."
train,199,10124,Thank God. Food.,Rachel,joy,positive,1009,2,1,4,"00:14:05,094","00:14:07,011",exact,1.0000,1.0000,1,Thank God. Food.,1,148,950,Rachel,Thank God. Food.
train,200,10125,Phoebe?,Monica,neutral,neutral,1009,3,1,4,"0:14:07,179","0:14:07,861",exact,1.0000,1.0000,1,Phoebe?,0,149,951,Monica,Phoebe?
train,201,10126,What?,Phoebe,neutral,neutral,1009,4,1,4,"0:14:07,861","0:14:09,441",exact,1.0000,1.0000,1,What?,0,150,952,Phoebe,What?
train,202,10127,Do you have a plan?,Monica,neutral,neutral,1009,5,1,4,"0:14:09,557","0:14:10,829",exact,1.0000,1.0000,1,Do you have a plan?,0,151,953,Monica,Do you have a plan?
train,203,10128,I don't even have a 'pl'.,Phoebe,joy,positive,1009,6,1,4,"0:14:10,829","0:14:13,867",exact,1.0000,1.0000,1,I don't even have a 'pl'.,0,152,954,Phoebe,I don't even have a 'pl'.
train,204,10129,"No, no, that's not what we ordered... We ordered a fat-free crust with extra cheese.",Rachel,sadness,negative,1009,7,1,4,"00:14:19,149","00:14:27,115",exact,1.0000,1.0000,1,"No, no, that's not what we ordered... We ordered a fat-free crust with extra cheese.",1,154,956,Rachel,"No, no, that's not what we ordered... We ordered a fat-free crust with extra cheese."
train,205,10130,Wait! Did you say 'G.Stephanopoulos?',Monica,surprise,negative,1009,8,1,4,"00:14:35,791","00:14:39,127",exact,1.0000,1.0000,1,Wait! Did you say 'G.Stephanopoulos?',1,156,958,Monica,Wait! Did you say 'G.Stephanopoulos?'
train,206,10131,"Wait, was this a-a small mediterranean guy with curiously intelligent good looks?",Monica,surprise,positive,1009,9,1,4,"00:14:45,009","00:14:49,888",exact,1.0000,1.0000,1,"Wait, was this a-a small mediterranean guy with curiously intelligent good looks?",1,158,960,Monica,"Wait, was this a-a small mediterranean guy with curiously intelligent good looks?"
train,207,10132,Was he wearing a stunning blue suit?,Monica,joy,positive,1009,10,1,4,"0:14:52,433","0:14:55,195",exact,1.0000,1.0000,1,Was he wearing a stunning blue suit?,1,160,962,Monica,Was he wearing a stunning blue suit?
train,208,10133,And-and a power tie?,Phoebe,joy,positive,1009,11,1,4,"0:14:55,195","0:14:56,530",exact,1.0000,1.0000,1,And-and a power tie?,0,161,963,Phoebe,And-and a power tie?
train,209,10134,Oh God.,Monica,surprise,negative,1009,12,1,4,"00:14:59,273","00:15:01,149",exact,1.0000,1.0000,1,Oh God.,1,163,965,Monica,Oh God.
train,210,10135,Are you nuts?! We've got George Stephanopoulos' pizza!,Monica,surprise,positive,1009,13,1,4,"00:15:03,611","00:15:07,447",exact,1.0000,1.0000,1,Are you nuts?! We've got George Stephanopoulos' pizza!,1,165,967,Monica,Are you nuts?! We've got George Stephanopoulos' pizza!
train,211,764,Pheebs?,Rachel,neutral,neutral,71,0,1,4,"0:15:12,036","0:15:12,120",fuzzy,0.9800,0.9400,2,"Pheebs? Uh, Pheebs? Who's George Snuffalopagus?",0,166,968,Rachel,"Uh, Pheebs? Who's George Snuffalopagus?"
train,212,10136,"Uh, Pheebs? Who's George Snuffalopagus?",Rachel,neutral,neutral,1009,14,1,4,"00:15:12,036","00:15:15,330",fuzzy,0.9800,0.9400,2,"Pheebs? Uh, Pheebs? Who's George Snuffalopagus?",0,166,968,Rachel,"Uh, Pheebs? Who's George Snuffalopagus?"
train,213,765,Yeah?,Phoebe,neutral,neutral,71,1,1,4,"0:15:12,120","0:15:13,767",exact,1.0000,1.0000,1,Yeah?,19,186,988,Phoebe,Yeah?
train,214,10137,Big Bird's friend.,Phoebe,neutral,neutral,1009,15,1,4,"00:15:18,042","00:15:19,417",unmatched,0.2900,0.2500,1,Big Bird's friend.,66,,,,
train,215,10138,I see pizza!,Monica,joy,positive,1009,16,1,4,"00:15:22,713","00:15:23,755",unmatched,0.3733,0.3333,1,I see pizza!,66,,,,
train,216,10139,"Oh, I wanna see! Lemme see! Lemme see!",Phoebe,joy,positive,1009,17,1,4,"00:15:22,713","00:15:28,259",unmatched,0.3909,0.3509,1,"Oh, I wanna see! Lemme see! Lemme see!",66,,,,
train,217,10140,Hello? Who are we spying on?,Rachel,sadness,negative,1009,18,1,4,"00:15:26,216","00:15:28,259",unmatched,0.4036,0.3636,1,Hello? Who are we spying on?,66,,,,
test,23,596,Hey.,Phoebe,neutral,neutral,63,0,1,4,"0:15:53,160","0:15:54,752",unmatched,0.3800,0.5000,1,Hey.,66,,,,
test,24,597,Hey!,Ross,neutral,neutral,63,1,1,4,"0:15:54,752","0:15:56,809",unmatched,0.4400,0.4000,1,Hey!,66,,,,
test,25,650,"Excuse me, look, we've been here for over an hour, and a lot of people less sick than my friend have gone in.",Chandler,anger,negative,69,0,1,4,"00:16:11,762","00:16:16,683",unmatched,0.3794,0.3394,1,"Excuse me, look, we've been here for over an hour, and a lot of people less sick than my friend have gone in.",66,,,,
test,26,651,"I mean, that guy with the toe thing?",Chandler,anger,negative,69,1,1,4,"0:16:16,850","0:16:18,322",unmatched,0.4448,0.4048,1,"I mean, that guy with the toe thing?",66,,,,
test,27,652,Who's he sleeping with?,Chandler,neutral,neutral,69,2,1,4,"0:16:18,322","0:16:19,987",unmatched,0.4482,0.4082,1,Who's he sleeping with?,66,,,,
test,28,653,"Oh, c'mon Dora, don't be mad...",Chandler,neutral,neutral,69,3,1,4,"00:16:23,273","00:16:26,025",unmatched,0.5400,0.5000,1,"Oh, c'mon Dora, don't be mad...",66,,,,
test,29,654,"I know we both said some things we didn't mean, but that doesn't mean we still don't love each other.",Chandler,neutral,neutral,69,4,1,4,"00:16:26,193","00:16:34,867",unmatched,0.3693,0.3293,1,"I know we both said some things we didn't mean, but that doesn't mean we still don't love each other. Y'know, I feel like I've lost her..  Ba-!",66,,,,
test,30,655,"Y'know, I feel like I've lost her..  Ba-!",Chandler,joy,positive,69,5,1,4,"00:16:35,369","00:16:37,996",unmatched,0.4400,0.4000,1,"Y'know, I feel like I've lost her..  Ba-!",66,,,,
train,218,5186,Light still out?,Monica,neutral,neutral,525,0,1,4,"0:16:42,001","0:16:42,919",unmatched,0.3848,0.3448,1,Light still out?,66,,,,
train,219,5187,Yeah.,Rachel,neutral,neutral,525,1,1,4,"0:16:42,919","0:16:43,981",unmatched,0.2800,0.4000,1,Yeah.,66,,,,
train,220,5188,Oh. Maybe they're- napping.,Monica,neutral,neutral,525,2,1,4,"00:16:44,086","00:16:46,004",unmatched,0.5137,0.4737,1,Oh. Maybe they're- napping.,66,,,,
train,221,5189,"Oh please, they're having sex.",Rachel,sadness,negative,525,3,1,4,"00:16:46,171","00:16:48,965",unmatched,0.4302,0.3902,1,"Oh please, they're having sex.",66,,,,
train,222,5190,Shut up!,Monica and Phoebe,anger,negative,525,4,1,4,"00:16:49,133","00:16:50,633",unmatched,0.2436,0.3636,1,Shut up!,66,,,,
train,223,5191,"So, whaddya think George is like?",Rachel,neutral,neutral,525,5,1,4,"00:16:55,931","00:16:59,267",unmatched,0.4527,0.4127,1,"So, whaddya think George is like?",66,,,,
train,224,5192,I think he's shy.,Monica,neutral,neutral,525,6,1,4,"0:16:59,435","0:17:00,478",unmatched,0.4400,0.4000,1,I think he's shy.,66,,,,
train,225,5193,Yeah?,Phoebe,surprise,positive,525,7,1,4,"0:17:00,478","0:17:01,869",unmatched,0.2800,0.4000,1,Yeah?,66,,,,
train,226,5194,Yeah. I think you have to draw him out. And then- when you do- he's a preppy animal.,Monica,neutral,neutral,525,8,1,4,"00:17:01,979","00:17:08,735",exact,1.0000,1.0000,1,Yeah. I think you have to draw him out. And then- when you do- he's a preppy animal.,0,187,989,Monica,Yeah. I think you have to draw him out. And then- when you do- he's a preppy animal.
dev,23,259,"Well, what?",Chandler,neutral,neutral,22,0,1,4,"0:17:41,977","0:17:42,689",exact,1.0000,1.0000,6,"Well, what? What? What is it? That she left you? That she likes women? That she left you for another woman that likes women?",4,192,994,Chandler,"Well, what? What? What is it? That she left you? That she likes women? That she left you for another woman that likes women?"
dev,24,260,What?,Chandler,neutral,neutral,22,1,1,4,"0:17:42,689","0:17:43,041",exact,1.0000,1.0000,6,"Well, what? What? What is it? That she left you? That she likes women? That she left you for another woman that likes women?",4,192,994,Chandler,"Well, what? What? What is it? That she left you? That she likes women? That she left you for another woman that likes women?"
dev,25,261,What is it?,Chandler,neutral,neutral,22,2,1,4,"0:17:43,041","0:17:43,563",exact,1.0000,1.0000,6,"Well, what? What? What is it? That she left you? That she likes women? That she left you for another woman that likes women?",4,192,994,Chandler,"Well, what? What? What is it? That she left you? That she likes women? That she left you for another woman that likes women?"
dev,26,262,That she left you?,Chandler,surprise,negative,22,3,1,4,"0:17:43,563","0:17:44,365",exact,1.0000,1.0000,6,"Well, what? What? What is it? That she left you? That she likes women? That she left you for another woman that likes women?",4,192,994,Chandler,"Well, what? What? What is it? That she left you? That she likes women? That she left you for another woman that likes women?"
dev,27,263,That she likes women?,Chandler,neutral,neutral,22,4,1,4,"0:17:44,365","0:17:44,908",exact,1.0000,1.0000,6,"Well, what? What? What is it? That she left you? That she likes women? That she left you for another woman that likes women?",4,192,994,Chandler,"Well, what? What? What is it? That she left you? That she likes women? That she left you for another woman that likes women?"
dev,28,264,That she left you for another woman that likes women?,Chandler,neutral,neutral,22,5,1,4,"00:17:44,938","00:17:47,106",exact,1.0000,1.0000,6,"Well, what? What? What is it? That she left you? That she likes women? That she left you for another woman that likes women?",4,192,994,Chandler,"Well, what? What? What is it? That she left you? That she likes women? That she left you for another woman that likes women?"
dev,29,265,"Little louder, okay, I think there's a man on the twelfth floor in a coma that didn't quite hear you...",Ross,anger,negative,22,6,1,4,"00:17:47,274","00:17:51,652",exact,1.0000,1.0000,1,"Little louder, okay, I think there's a man on the twelfth floor in a coma that didn't quite hear you...",0,193,995,Ross,"Little louder, okay, I think there's a man on the twelfth floor in a coma that didn't quite hear you..."
dev,30,266,Then what?,Chandler,neutral,neutral,22,7,1,4,"00:17:55,282","00:17:56,365",exact,1.0000,1.0000,1,Then what?,0,194,996,Chandler,Then what?
dev,31,267,My first time with Carol was...,Ross,neutral,neutral,22,8,1,4,"00:17:57,493","00:18:00,161",exact,1.0000,1.0000,1,My first time with Carol was...,0,195,997,Ross,My first time with Carol was...
dev,32,268,What?,Joey,neutral,neutral,22,9,1,4,"00:18:03,624","00:18:05,041",exact,1.0000,1.0000,1,What?,0,196,998,Joey,What?
dev,33,269,It was my,Ross,neutral,neutral,22,10,1,4,"00:18:07,586","00:18:10,379",unmatched,0.6607,0.6207,1,It was my,56,,,,
dev,34,270,With Carol?  Oh.,Joey,surprise,negative,22,11,1,4,"00:18:13,008","00:18:14,842",exact,1.0000,1.0000,1,With Carol?  Oh.,1,198,1000,Joey,With Carol? Oh.
dev,35,271,"So in your whole life, you've only been with oneoh.",Chandler,surprise,negative,22,12,1,4,"00:18:21,683","00:18:24,519",exact,1.0000,1.0000,1,"So in your whole life, you've only been with oneoh.",0,199,1001,Chandler,"So in your whole life, you've only been with one— —oh."
dev,36,272,"Whoah, boy, hockey was a big mistake! There was a whole bunch of stuff we could've done tonight!",Joey,surprise,negative,22,13,1,4,"00:18:26,814","00:18:34,445",exact,1.0000,1.0000,1,"Whoah, boy, hockey was a big mistake! There was a whole bunch of stuff we could've done tonight!",0,200,1002,Joey,"Whoah, boy, hockey was a big mistake! There was a whole bunch of stuff we could've done tonight!"
